Museum_ID,Museum_Name,Museum_City,Museum_Region,Museum_Latitude,Museum_Longitude,Ticket_Cost
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100218,Museo Abbazia benedettina di Santa Maria in Sylvis,http://dati.beniculturali.it/mibact/luoghi/resource/City/Sesto_al_Reghena,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia,45.848164,12.816098,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100222,Museo etnografico della casa carsica - Kraska Hisa,http://dati.beniculturali.it/mibact/luoghi/resource/City/Monrupino,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia,45.722443,13.79176,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100185,Museo lapidario del duomo di S. Eufemia,http://dati.beniculturali.it/mibact/luoghi/resource/City/Grado,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia,45.681774,13.386399,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101511,Museo dello sbarco alleato-22 gennaio 1944,http://dati.beniculturali.it/mibact/luoghi/resource/City/Nettuno,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,41.45725,12.65759,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107938,Museo di ecologia,http://dati.beniculturali.it/mibact/luoghi/resource/City/Meldola,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,44.10005,11.962461,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100283,Ecomuseo delle acque del gemonese,http://dati.beniculturali.it/mibact/luoghi/resource/City/Gemona_del_Friuli,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia,46.206367,13.112517,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/111027,Museo archeologico C.da Ronzo,http://dati.beniculturali.it/mibact/luoghi/resource/City/Calanna,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria,38.184116,15.72408,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101416,"Museo ""Ada e Giuseppe Marchetti Longhi""",http://dati.beniculturali.it/mibact/luoghi/resource/City/Fumone,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,41.727936,13.290929,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103639,Museo del lino,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pescarolo_ed_Uniti,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia,45.193054,10.187675,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107996,Museo del disco d'epoca,http://dati.beniculturali.it/mibact/luoghi/resource/City/Sogliano_al_Rubicone,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,44.00563,12.301574,Free Entry
