Museum_City,Ticket_Cost,Count
http://dati.beniculturali.it/mibact/luoghi/resource/City/Domodossola,3.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Domodossola,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Dorgali,3.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Dorgali,6.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Dorgali,8.50,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Dozza,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Dronero,4.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Duino-Aurisina,10.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Eboli,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Elva,3.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Ercolano,10.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Este,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Fabriano,4.20,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Fabriano,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Fabriano,6.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Faenza,10.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Faenza,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Fagagna,3.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Falconara_Marittima,2.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Fano,4.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Fara_San_Martino,2.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Farra_d_Isonzo,4.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Fasano,10.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Felino,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Felonica,8.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Fenestrelle,2.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Fenis,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Fermo,3.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Fermo,7.50,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Ferrara,10.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Ferrara,4.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Ferrara,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Ferrara,6.00,2
http://dati.beniculturali.it/mibact/luoghi/resource/City/Ferrara,8.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Fidenza,7.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Finale_Ligure,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Firenze,10.00,2
http://dati.beniculturali.it/mibact/luoghi/resource/City/Firenze,12.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Firenze,12.50,1
