Museum_ID,Museum_Name,Museum_City,Museum_Region,Ticket_Cost
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107152,Museo del presepe - Pinacoteca civica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Imperia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101469,Museo archeologico di Trebula Mutuesca,http://dati.beniculturali.it/mibact/luoghi/resource/City/Monteleone_Sabino,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104188,Museo civico di storia naturale di Macerata,http://dati.beniculturali.it/mibact/luoghi/resource/City/Macerata,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101345,Museo d'arte sacra Mons. F. La China,http://dati.beniculturali.it/mibact/luoghi/resource/City/Vittoria,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sicilia,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102051,Museo civico Don Giovanni Verità ,http://dati.beniculturali.it/mibact/luoghi/resource/City/Modigliana,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107229,Villa Faravelli. M.A.C.I. - Museo Arte Contemporanea Imperia,http://dati.beniculturali.it/mibact/luoghi/resource/City/Imperia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101824,"Museo di Pulcinella, del folklore e della civiltà contadina",http://dati.beniculturali.it/mibact/luoghi/resource/City/Acerra,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103949,Museo della montagna,http://dati.beniculturali.it/mibact/luoghi/resource/City/Cervara_di_Roma,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100364,Museo di etnomedicina Antonio Scarpa,http://dati.beniculturali.it/mibact/luoghi/resource/City/Genova,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100029,Museo delle tecniche fotografiche,http://dati.beniculturali.it/mibact/luoghi/resource/City/Sulmona,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Abruzzo,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101530,Istituto storico e di cultura dell'Arma del Genio,http://dati.beniculturali.it/mibact/luoghi/resource/City/Roma,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102446,Casa natale di San Pio V,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bosco_Marengo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Piemonte,Free Entry
