Entity_ID,Entry_Price
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/105663_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20129_Riduzione,"8,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/128650_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/104068_Base,3.0
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/122724_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101826_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100149_Riduzione,"4,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102077_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103301_Riduzione,"4,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100232_Riduzione,"3,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101415_Base,"2,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/111278_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/104801_Base,"3,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20360_Base,"10,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/105437_Base,"3,50"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101775_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20607_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20270_Base,"10,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107897_Riduzione,5.0
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103998_Riduzione,"2,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/104185_Base,2.5
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100402_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103697_Riduzione,"10,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103704_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102367_Base,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102773_Base,10.0
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101972_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/104294_Riduzione,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100384_Base,"9,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107923_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20472_Base,Gratuito
